//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0,0,102,102,102,102,102,102,102,102,102,0,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,102,100,100,"400,1","110,100,11","111,100,11",100,200,102,0,102,"101,100","104,3,1","101,100",100,100,"500,6",100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,102,100,100,100,"112,100,11","113,100,11",100,102,102,0,102,100,"110,100,13","111,100,13",100,100,102,100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,102,100,102,"500,1",102,102,102,102,102,0,102,100,"112,100,13","113,100,13","400,6",100,102,100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,102,102,100,100,100,"101,100","400,2",100,100,102,0,102,100,100,100,100,100,102,100,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"103,1","500,2",102,102,102,102,102,"101,100",100,100,102,0,102,102,102,102,102,102,102,100,100,100,"103,4",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"101,100",100,100,"101,100",100,100,"101,100",100,100,100,102,0,102,"103,5","500,7",100,100,100,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,100,100,100,100,"101,100",100,"101,100",100,100,100,102,0,102,100,"101,100",100,100,100,100,100,"400,7","101,100","104,4,1",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,102,102,102,102,102,102,102,102,102,102,0,102,102,102,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,102,102,102,102,102,102,102,102,102,102,0,102,102,102,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,100,100,100,"500,9",100,100,100,100,100,300,102,0,102,"104,1,1",102,100,"103,2",100,100,100,100,100,"104,2,1",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,100,100,"101,100",102,102,102,102,102,102,102,102,0,102,100,102,"400,5",100,100,100,100,102,100,"500,5",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"400,9",100,"101,100","500,8",100,102,100,100,100,100,102,0,102,"101,100",102,"101,100",102,102,102,102,102,100,"103,3",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,102,102,100,100,102,100,100,100,100,102,0,102,100,102,100,100,100,100,100,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,102,100,"400,8","101,100",100,"110,100,14","111,100,14",100,102,0,102,100,102,102,102,"500,3","500,4",100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,102,102,102,102,102,"112,100,14","113,100,14",102,102,0,102,100,100,100,100,"110,100,12","111,100,12","400,3",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,102,"104,5,1",100,100,100,100,100,100,102,0,102,100,100,100,100,"112,100,12","113,100,12","400,4",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,102,102,102,102,102,102,102,102,102,0,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
